source_code,identifier,rotulo,title,date,format,description,relation
AUDIOVISUAL-C068-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C068-P001,C068-P001,"[Carpeta 1:   proyecto audiovisual divulgativo ""Madrid para los niños""]",[s.f.],1 carpeta de conservación,"Reúne el expediente de producción técnica y guionaje del proyecto audiovisual divulgativo ""Madrid para los niños"", concebido por Rafael Zarza. El conjunto contiene el borrador encuadernado en espiral de plástico (canutillo) ""Guion audiovisual 1. Madrid ayer y hoy. Su desarrollo histórico"", acompañado de tres dossiers de trabajo: ""Madrid para los niños. Guion audiovisual. Imágenes"", con la selección de secuencias fotográficas e impresos explicativos de la producción.",AUDIOVISUAL
AUDIOVISUAL-C069,ES-CEDCS-ZARZA-AUDIOVISUAL-C069,C069,[Caja 69: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia. El contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido, conservándose las unidades en sus estuches individuales de origen.",AUDIOVISUAL
AUDIOVISUAL-C070,ES-CEDCS-ZARZA-AUDIOVISUAL-C070,C070,[Caja 70: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia. El contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido, conservándose las unidades en sus estuches individuales de origen.",AUDIOVISUAL
AUDIOVISUAL-C071,ES-CEDCS-ZARZA-AUDIOVISUAL-C071,C071,[Caja 71: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene disquetes y 3 cintas de video VHS).,"Unidad documental integrada por una gran cantidad de disquetes magnéticos y tres cintas de vídeo VHS con las inscripciones literales ""flamenco tercer pedido"", ""flamenco tercer pedido"" y ""flamenco cuarto pedido"".",AUDIOVISUAL
AUDIOVISUAL-C072,ES-CEDCS-ZARZA-AUDIOVISUAL-C072,C072,"[Caja 72: ""Scenario Gran Vía"": Soportes digitales 1]",[s.f.],"1 caja de archivo definitivo (contiene CDs, DVDs y otros formatos digitales).","Unidad documental integrada por una gran cantidad de soportes ópticos (CD y DVD) y otros formatos digitales de vídeo multimedia relacionados con el proyecto ""Scenario Gran Vía"".",AUDIOVISUAL
AUDIOVISUAL-C073,ES-CEDCS-ZARZA-AUDIOVISUAL-C073,C073,"[Caja 73: ""Scenario Gran Vía"": Soportes digitales 2]",[s.f.],"1 caja de archivo definitivo (contiene CDs, DVDs y otros formatos digitales).","Unidad documental integrada por una gran cantidad de soportes ópticos (CD y DVD) y otros formatos digitales de vídeo multimedia relacionados con el proyecto ""Scenario Gran Vía"".",AUDIOVISUAL
AUDIOVISUAL-C074,ES-CEDCS-ZARZA-AUDIOVISUAL-C074,C074,"[Caja 74: ""Scenario Gran Vía"": Soportes digitales 3 y otros CDs]",[s.f.],"1 caja de archivo definitivo (contiene CDs, DVDs y otros formatos digitales).","Unidad documental integrada por una gran cantidad de soportes ópticos (CD y DVD) y otros formatos digitales de vídeo multimedia relacionados con el proyecto ""Scenario Gran Vía"". CDs de temas variados que incluyen las inscripciones literales ""Zero, Marcel Darman"", ""El perro"" y ""Logos últimos"".",AUDIOVISUAL
AUDIOVISUAL-C075,ES-CEDCS-ZARZA-AUDIOVISUAL-C075,C075,"[Caja 75: ""Carousel Kodak de diapositivas 1]",[s.f.],1 caja orginal Kodak (contiene carrusel de diapositivas).,1 caja orginal Kodak (contiene carrusel de diapositivas).,AUDIOVISUAL
AUDIOVISUAL-C076,ES-CEDCS-ZARZA-AUDIOVISUAL-C076,C076,"[Caja 76: ""Carousel Kodak de diapositivas 2]",[s.f.],1 caja orginal Kodak (contiene carrusel de diapositivas).,1 caja orginal Kodak (contiene carrusel de diapositivas).,AUDIOVISUAL
AUDIOVISUAL-C077,ES-CEDCS-ZARZA-AUDIOVISUAL-C077,C077,"[Caja 77: ""Carousel Kodak de diapositivas 3]",[s.f.],1 caja orginal Kodak (contiene carrusel de diapositivas).,1 caja orginal Kodak (contiene carrusel de diapositivas).,AUDIOVISUAL
AUDIOVISUAL-C078,ES-CEDCS-ZARZA-AUDIOVISUAL-C078,C078,"[Caja 78: ""Carousel Kodak de diapositivas 4]",[s.f.],1 caja orginal Kodak (contiene carrusel de diapositivas).,1 caja orginal Kodak (contiene carrusel de diapositivas).,AUDIOVISUAL
AUDIOVISUAL-C079,ES-CEDCS-ZARZA-AUDIOVISUAL-C079,C079,"[Caja 79: ""Carousel Kodak de diapositivas 5]",[s.f.],1 caja orginal Kodak (contiene carrusel de diapositivas).,1 caja orginal Kodak (contiene carrusel de diapositivas).,AUDIOVISUAL
AUDIOVISUAL-C080,ES-CEDCS-ZARZA-AUDIOVISUAL-C080,C080,"[Caja 80 ""Carousel Kodak de diapositivas 6]",[s.f.],1 caja orginal Kodak (contiene carrusel de diapositivas).,1 caja orginal Kodak (contiene carrusel de diapositivas).,AUDIOVISUAL
AUDIOVISUAL-C081,ES-CEDCS-ZARZA-AUDIOVISUAL-C081,C081,"[Caja 81: ""Carousel Kodak de diapositivas 7]",[s.f.],1 caja orginal Kodak (contiene carrusel de diapositivas).,1 caja orginal Kodak (contiene carrusel de diapositivas).,AUDIOVISUAL
ARQUITECTURA-C082,ES-CEDCS-ZARZA-ARQUITECTURA-C082,C082,[Caja 82: Planos de arquitectura y preparacion de exposiciones],[s.f.],1 carpeta de gran formato,"Unidad documental compuesta integrada por una carpeta de formato DIN A3 (de color azul con rotulación manuscrita ""Z R Z Cuca"") que contienen planos arquitectónicos y diversas agrupaciones documentales. Entre los materiales se incluyen impresiones a color de formato DIN A3 etiquetadas ""Cuca"", documentación textual impresa y fotocopias en blanco y negro en formato DIN A3, así como agrupaciones documentales tituladas ""Pérgola exposición C G L"".",ARQUITECTURA
ARQUITECTURA-C083,ES-CEDCS-ZARZA-ARQUITECTURA-C083,C083,"[Caja 83: Dossier de documentación textual, gráfica y bibliográfica sobre proyectos de urbanismo, escenografía y ordenación residencial]",[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Dossier de documentación textual, gráfica y bibliográfica sobre proyectos de urbanismo, escenografía y ordenación residencial",ARQUITECTURA
ARQUITECTURA-C083-P001,ES-CEDCS-ZARZA-ARQUITECTURA-C083-P001,C083-P001,[Carpeta 1:   Arquitectura y urbanismo],[s.f.],1 carpeta de conservación,"Unidad documental compuesta que reúne fotocopias de una monografía en idioma alemán especializada en arquitectura y urbanismo, una carpeta de clasificación con documentación rotulada ""Concurso Infantil de Dibujo y Pintura, Colegio Oficial de Arquitectos de Madrid, 1977"" y un documento textual impreso en formato DIN A4 grapado titulado ""Campaña de información/participación sobre el avance del Plan General de Ordenación Urbana del municipio de Madrid, 15 de febrero 1982"".",ARQUITECTURA
ARQUITECTURA-C083-P002,ES-CEDCS-ZARZA-ARQUITECTURA-C083-P002,C083-P002,[Carpeta 2:   Arquitectura y urbanismo],[s.f.],1 carpeta de conservación,"Unidad documental compuesta integrada por diversa documentación textual, gráfica y bibliográfica sobre urbanismo y escenografía. Incluye documentación impresa en formato DIN A4 en idioma italiano relativa al urbanismo alternativo, fotocopias grapadas en inglés sobre la ordenación urbana de Londres (entre las que figura el trabajo titulado ""Who cares for London"") y un documento en idioma catalán referido al urbanismo en Cataluña. Asimismo, contiene una carpeta azul con bocetos originales a mano, negativos fotográficos, publicaciones de ""Borden"" y una carpeta de formato DIN A3 titulada ""Propuesta ordenación conjunto residencial de 30 viviendas Villa Quilambre-León"", la cual reúne recortes de prensa impresos, notas manuscritas y materiales de trabajo.",ARQUITECTURA
AUDIOVISUAL-C084,ES-CEDCS-ZARZA-AUDIOVISUAL-C084,C084,"[Caja 84: Documentación para proyecto ""Scenario Gran Vía""]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Documentación para proyecto ""Scenario Gran Vía",AUDIOVISUAL
AUDIOVISUAL-C084-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C084-P001,C084-P001,"[Carpeta 1:  Documentación para proyecto ""Scenario Gran Vía""]",[s.f.],1 carpeta de conservación,"Unidad documental compuesta integrada por abundante material preparatorio para el proyecto audiovisual ""Scenario Gran Vía"". El conjunto se organiza en fundas plásticas de clasificación que albergan impresiones en blanco y negro de imágenes acompañadas de discos compactos (CD) con la correspondiente digitalización de las mismas, así como diversa documentación textual y materiales de trabajo vinculados a la producción de dicho proyecto.",AUDIOVISUAL
AUDIOVISUAL-C085,ES-CEDCS-ZARZA-AUDIOVISUAL-C085,C085,[Caja 85: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia así como diapositivas agrupadas en nuevas cajas de conservacion. El contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido.,AUDIOVISUAL
AUDIOVISUAL-C086,ES-CEDCS-ZARZA-AUDIOVISUAL-C086,C086,[Caja 86: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia. El contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido.,AUDIOVISUAL
AUDIOVISUAL-C087,ES-CEDCS-ZARZA-AUDIOVISUAL-C087,C087,[Caja 87: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia así como diapositivas agrupadas en nuevas cajas de conservacion. El contenedor exterior, rotulado como ""1 MADRID GENERAL"", presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido.",AUDIOVISUAL
AUDIOVISUAL-C088,ES-CEDCS-ZARZA-AUDIOVISUAL-C088,C088,[Caja 88: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia. El contenedor exterior, rotulado como ""2 MADRID GENERAL"", presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido.",AUDIOVISUAL
AUDIOVISUAL-C089,ES-CEDCS-ZARZA-AUDIOVISUAL-C089,C089,[Caja 89: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas y un sobre con negativos fotográficos).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia así como diapositivas agrupadas en nuevas cajas de conservacion. El contenedor exterior, rotulado como ""MADRID DIAPOSITIVAS ARQUITECTURA URBANISMO"", presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido. Incluye sobre con negativos: ""RESTOS TETUAN""",AUDIOVISUAL
AUDIOVISUAL-C090,ES-CEDCS-ZARZA-AUDIOVISUAL-C090,C090,[Caja 90: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia así como diapositivas agrupadas en nuevas cajas de conservacion. El contenedor exterior, rotulado como ""ARQUIT. VILLANUEVA VENTURARD"", presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido.",AUDIOVISUAL
AUDIOVISUAL-C091,ES-CEDCS-ZARZA-AUDIOVISUAL-C091,C091,[Caja 91: Cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia así como diapositivas agrupadas en nuevas cajas de conservacion. El contenedor exterio presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido.,AUDIOVISUAL
AUDIOVISUAL-C092,ES-CEDCS-ZARZA-AUDIOVISUAL-C092,C092,[Caja 92: Cajas con negativos y diapositivas],[s.f.],1 caja de archivo definitivo (Varios sobre y una caja con negarivos y diapositivas).,"Unidad documental compuesta integrada por un abundante conjunto de material fotográfico comprensivo de negativos de película fotográfica y diapositivas. Se conservan los contenedores y unidades de instalación originales con rotulación manuscrita caligráfica para mantener la estructura y ordenación del fondo, entre los que figuran una caja de conservación titulada ""Preselección Kindle Arquitectura"" y dos sobres de clasificación con las titulaciones ""Diapos agua"" y ""Albarracín"".",AUDIOVISUAL
AUDIOVISUAL-C093,ES-CEDCS-ZARZA-AUDIOVISUAL-C093,C093,"[Caja 93: Dossier de materiales de trabajo, reprografías y prensa para el proyecto documental ""Scenario Gran Vía""",[s.f.],1 caja de archivo definitivo  (contiene 2 carpetas de conservación).,"Dossier de materiales de trabajo, reprografías y prensa para el proyecto documental ""Scenario Gran Vía""",AUDIOVISUAL
AUDIOVISUAL-C093-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C093-P001,C093-P001,"[Carpeta 1:   Materiales preparatorios para el proyecto documental ""Scenario Gran Vía"" 1]",[s.f.],1 carpeta de conservación,"Unidad documental compuesta integrada por un amplio conjunto de materiales preparatorios para el proyecto documental ""Scenario Gran Vía"". El fondo reúne soportes fotográficos y audiovisuales —tales como negativos de gran formato, discos compactos (CD) (destacando uno rotulado ""català roca archivo definitivo""), impresiones fotográficas en blanco y negro, hojas de contactos reprografiadas y una carpeta de clasificación con fotografías históricas etiquetada ""regalo a Telefónica""— junto a carpetas con documentación reprografiada, recortes de prensa impresa y láminas de trabajo con imágenes adheridas que incorporan anotaciones autógrafas de Rafael Zafra y notas adhesivas manuscritas.",AUDIOVISUAL
AUDIOVISUAL-C093-P002,ES-CEDCS-ZARZA-AUDIOVISUAL-C093-P002,C093-P002,"[Carpeta 1:   Materiales preparatorios para el proyecto documental ""Scenario Gran Vía"" 2]",[s.f.],1 carpeta de conservación,"Unidad documental compuesta integrada por materiales preparatorios para el proyecto documental ""Scenario Gran Vía"". El conjunto reúne diversas fundas de clasificación que contienen reprografías de imágenes y fotografías en blanco y negro junto a discos compactos (CD), una carpeta comprensiva de reprografías de la publicación ""Blanco y Negro"", páginas de prensa impresa y soportes ópticos (CD) de trabajo.",AUDIOVISUAL
ARQUITECTURA-C094,ES-CEDCS-ZARZA-ARQUITECTURA-C094,C094,[Caja 94: Dossier de contactos fotográficos sobre la ordenación y estudio urbano de los distritos y barrios de Madrid,[s.f.],1 caja de archivo definitivo  (contiene 2 carpetas de conservación).,Dossier de contactos fotográficos sobre la ordenación y estudio urbano de los distritos y barrios de Madrid,ARQUITECTURA
ARQUITECTURA-C094-P001,ES-CEDCS-ZARZA-ARQUITECTURA-C094-P001,C094-P001,[Carpeta 1:  Dossier de contactos fotográficos sobre la ordenación y estudio urbano de los distritos y barrios de Madrid 1],[s.f.],1 carpeta de conservación,"Unidad documental compuesta integrada por un abundante conjunto de material gráfico compuesto por hojas de contactos fotográficos en blanco y negro y reprografías de las mismas, referente a la documentación urbana de varios barrios del municipio de Madrid. Se identifican, entre otras agrupaciones, una carpeta de clasificación titulada ""M30 sector norte"" y una carpeta que conserva una tarjeta identificativa rotulada ""Hortaleza AV5"".",ARQUITECTURA
ARQUITECTURA-C094-P002,ES-CEDCS-ZARZA-ARQUITECTURA-C094-P002,C094-P002,[Carpeta 1:   Dossier de contactos fotográficos sobre la ordenación y estudio urbano de los distritos y barrios de Madrid 2],[s.f.],1 carpeta de conservación,"Unidad documental compuesta integrada por carpetas de cartulina en formato DIN A4 que contienen un abundante conjunto de hojas de contactos fotográficos. La serie se encuentra organizada por barrios y áreas urbanas, conservando las carpetas sus titulaciones originales: ""Oficina Municipal del Plan"", ""Salamanca"", ""Tetuán"", ""Multivisión Expo Avance"" (con rotulación manuscrita) y ""Madrid Barrio del Pilar"".",ARQUITECTURA
ARQUITECTURA-C095,ES-CEDCS-ZARZA-ARQUITECTURA-C095,C095,[Caja 95: Materiales preparatorios y de diseño para un proyecto arquitectónico destinado a una agencia de viajes.],[s.f.],1 caja de archivo definitivo  (contiene 2 carpetas de conservación).,Materiales preparatorios y de diseño para un proyecto arquitectónico destinado a una agencia de viajes.,ARQUITECTURA
ARQUITECTURA-C095-P001,ES-CEDCS-ZARZA-ARQUITECTURA-C095-P001,C095-P001,[Carpeta 1:  Materiales preparatorios y de diseño para un proyecto arquitectónico destinado a una agencia de viajes. 1],[s.f.],1 carpeta de conservación,"Unidad documental aparentemente integrada por materiales preparatorios y de diseño para un proyecto arquitectónico destinado a una agencia de viajes. El conjunto reúne planos arquitectónicos de ejecución, memorias de sistemas constructivos y materiales de trabajo para la elaboración de la maqueta de una aeronave, así como diversos sobres de clasificación con titulaciones autógrafas, figurando entre ellos uno con la denominación ""Agencia Futuro"".",ARQUITECTURA
ARQUITECTURA-C095-P002,ES-CEDCS-ZARZA-ARQUITECTURA-C095-P002,C095-P002,[Carpeta 1:   Materiales preparatorios y de diseño para un proyecto arquitectónico destinado a una agencia de viajes. 2],[s.f.],1 carpeta de conservación,"Unidad documental aparentemente integrada por materiales preparatorios y de diseño para un proyecto arquitectónico destinado a una agencia de viajes. El conjunto reúne planos arquitectónicos de ejecución, memorias de sistemas constructivos y materiales de trabajo para la elaboración de la maqueta de una aeronave, así como diversos sobres de clasificación con titulaciones autógrafas, figurando entre ellos uno con la denominación ""Agencia Futuro"".",ARQUITECTURA
AUDIOVISUAL-C096,ES-CEDCS-ZARZA-AUDIOVISUAL-C096,C096,"[Caja 96: ""El Ojo Móvil"" y acetatos en mal estado de conservacion]",[s.f.],1 caja de archivo definitivo  (contiene 2 carpetas de conservación).,"""El Ojo Móvil"" y acetatos en mal estado de conservacion",AUDIOVISUAL
AUDIOVISUAL-C096-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C096-P001,C096-P001,"[Carpeta 1:  Dossier de documentación sobre la campaña escolar de información urbanística ""El Ojo Móvil"" y proyectos de comunicación audiovisual comunitaria]",[s.f.],1 carpeta de conservación,"Unidad documental compuesta por la documentación del proyecto de campaña escolar de información urbanística ""El Ojo Móvil"". El conjunto reúne materiales preparatorios de trabajo, notas autógrafas, reprografías, recortes de prensa impresa, imágenes fotográficas y documentos impresos y mecanografiados con anotaciones manuscritas. Asimismo, incluye una carpeta de clasificación titulada ""BECA CINE, proyecto de comunicación comunitaria por un uso social de los medios audiovisuales, propuesta Ojo Móvil, 1978"" y una carpeta con la denominación ""Audiovisual Barrio del Pilar"".",AUDIOVISUAL
AUDIOVISUAL-C096-P002,ES-CEDCS-ZARZA-AUDIOVISUAL-C096-P002,C096-P002,[Carpeta 1:   Dossier de transparencias en acetato y publicaciones técnicas sobre equipamiento para proyecciones y espectáculos audiovisuales],[s.f.],1 carpeta de conservación,"Unidad documental compuesta por un abundante conjunto de transparencias en acetato de formato DIN A4 impresas en blanco y negro, destinadas a la preparación y proyección de espectáculos audiovisuales, junto con diversas publicaciones técnicas sobre equipamiento y materiales para eventos. Los soportes plásticos en acetato presentan un estado de conservación deficiente.",AUDIOVISUAL
ARQUITECTURA-C097,ES-CEDCS-ZARZA-ARQUITECTURA-C097,C097,[Caja 97: Colección de fotografías en Blanco y negro],[s.f.],1 caja de archivo definitivo,"Unidad documental compuesta  por una carpeta verde original con abundante conjunto de fotografías en blanco y negro, generalmente de temática urbanística, y un folleto titulado ""Villa de Madrid. ESPECIAL PLAN GENERAL""",ARQUITECTURA
EXPOSICIONES-C098,ES-CEDCS-ZARZA-EXPOSICIONES-C098,C098,"[Caja 98: Proyecto ""Clase Turista""]",[ca. 2004],"1 caja de archivo definitivo que contiene una carpeta de conservación, 2 cajas de diapositivas, varios CDs y varios disquetes","Proyecto ""Clase Turista""",EXPOSICIONES
EXPOSICIONES-C098-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C098-P001,C098-P001,"[Carpeta 1:   Proyecto ""Clase Turista""]",[ca. 2004],1 carpeta de conservación,"Unidad documental compuesta integrada por un abundante conjunto de materiales preparatorios para el proyecto expositivo ""Clase Turista"". Reúne impresiones fotográficas a color y en blanco y negro, fotografías a color, un collage original realizado mediante técnica manual, documentación impresa con anotaciones manuscritas y un conjunto de recortes y páginas completas de prensa impresa.",EXPOSICIONES
ARQUITECTURA-C099,ES-CEDCS-ZARZA-ARQUITECTURA-C099,C099,[Caja 99: Planeamiento urbano de Madrid ],[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Dossier de documentación hemerográfica, fotográfica, ponencias y proyectos sobre el planeamiento urbano de Madrid y la actividad profesional de Daniel y Rafael Zarza",ARQUITECTURA
ARQUITECTURA-C099-P001,ES-CEDCS-ZARZA-ARQUITECTURA-C099-P001,C099-P001,[Carpeta 1: Planeamiento urbano de Madrid 1],[s.f.],1 carpeta de conservación,"Unidad documental compuesta integrada por diversa documentación textual, impresa y hemerográfica. Reúne páginas de prensa impresa, un folleto del Partido Comunista de España titulado ""Movimiento ciudadano y política municipal"", una carpeta de clasificación azul con titulación manuscrita ""Madrid crecimiento/ planeamiento"", documentos textuales grapados en blanco y negro y diversas fundas plásticas con recortes de prensa y elementos gráficos seleccionados para la elaboración de collages. Asimismo, conserva publicaciones monográficas y un documento grapado relativo a las ""Jornadas de información y comunicación municipal e institucional"", comprensivo de la ponencia ""El diseño de la ciudad como medio"", elaborada por Daniel Zarza.",ARQUITECTURA
ARQUITECTURA-C099-P002,ES-CEDCS-ZARZA-ARQUITECTURA-C099-P002,C099-P002,[Carpeta 2: Planeamiento urbano de Madrid 2],[s.f.],1 carpeta de conservación,"Unidad documental compuesta integrada por un sobre de gran volumen en formato DIN A4 y una carpeta de clasificación. El conjunto alberga positivados fotográficos en blanco y negro y a color —destacando ampliaciones de gran formato y fotografías de carácter personal de Rafael Zarza—, páginas completas y recortes de prensa impresa, publicaciones periódicas, una composición gráfica original (collage), planos urbanísticos y diversos documentos textuales grapados especializados en planeamiento urbano y ordenación territorial.",ARQUITECTURA
EXPOSICIONES-C100,ES-CEDCS-ZARZA-EXPOSICIONES-C100,C100,"[Caja 100: ""Monumento a los Pájaros"", de Alberto Sánchez.]",[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación y 8 cajas de diapositivas).,"""Monumento a los Pájaros"", de Alberto Sánchez.",EXPOSICIONES
EXPOSICIONES-C100-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C100-P001,C100-P001,"[Carpeta 1: Maqueta tridimensional ""Monumento a los Pájaros"", de Alberto Sánchez.]",[s.f.],1 carpeta de conservación,"Unidad documental custodiada en una caja de conservación de cartón con rotulación manuscrita ""Zarza"" e inscripción parcialmente ilegible, comprensiva de los elementos y piezas tridimensionales pertenecientes a la maqueta de la escultura ""Monumento a los Pájaros"", de Alberto Sánchez.",EXPOSICIONES
EXPOSICIONES-C100-P002,ES-CEDCS-ZARZA-EXPOSICIONES-C100-P002,C100-P002,"[Carpeta 2: materiales de trabajo e investigación sobre la escultura ""Monumento a los Pájaros""]",[s.f.],1 carpeta de conservación,"Unidad documental compuesta por materiales de trabajo e investigación sobre la escultura ""Monumento a los Pájaros"", de Alberto Sánchez. Reúne una carpeta encuadernada con la ""Propuesta para la restitución escultórica del Monumento a los Pájaros"", una carpeta de anillas metálicas comprensiva del texto ""Alberto. Palabras de un escultor"" (con la anotación manuscrita ""expo itinerante"") y un folleto informativo impreso referido a dicha representación escultórica y a la trayectoria de Alberto Sánchez.",EXPOSICIONES
EXPOSICIONES-C101,ES-CEDCS-ZARZA-EXPOSICIONES-C101,C101,"[Caja 101: Proyecto ""Sur Norte""]",[s.f.],"1 caja de archivo definitivo (Múltiples cajas de CDs, disquetes, y cajas de diapositivas).","Unidad documental compuestapor un abundante conjunto de soportes audiovisuales e informáticos —tales como discos compactos (CD), disquetes magnéticos y discos  digitales (DVD)— relativos al desarrollo del proyecto ""Sur Norte"". Asimismo, incluye folletos de mano informativos de la exposición ""Bienes comunes en conflicto"", celebrada en el centro cultural La Casa Encendida en 2003, y cinco cajas de conservación con diapositivas fotográficas sobre el entorno urbano de Madrid.",EXPOSICIONES
ARQUITECTURA-C102,ES-CEDCS-ZARZA-ARQUITECTURA-C102,C102,[Caja 102: Luis Lacasa. Diapositivas 1],[s.f.],1 caja de archivo definitivo (Múltiples cajas de diapositivas).,"Unidad documental compuesta por un elevado número de diapositivas fotográficas relativas al trabajo profesional y trayectoria del arquitecto Luis Lacasa Navarro. El conjunto se conserva en sus cajas de instalación y contenedores originales, garantizando la preservación de la ordenación inicial del fondo.",ARQUITECTURA
ARQUITECTURA-C103,ES-CEDCS-ZARZA-ARQUITECTURA-C103,C103,[Caja 103: Luis Lacasa. Diapositivas 2],[s.f.],1 caja de archivo definitivo (Múltiples cajas de diapositivasm un documento impreso y una cinta de audio de gran formato).,"Unidad documental compuesta por siete cajas de conservación con diapositivas fotográficas vinculadas a la actividad del arquitecto Luis Lacasa —extraídas de sus fundas plásticas originales para garantizar su conservación preventiva—, un documento encuadernado en formato DIN A4 con la reprografía de una mecanografía titulada ""Luis Lacasa. Cerca y acerca de Alberto. Resumen cronológico de la vida del escultor Alberto, según datos suministrados por el mismo"", y una cinta de grabación audiovisual de gran formato con la denominación ""El racionalismo madrileño. Luis Lacasa"".",ARQUITECTURA
ARQUITECTURA-C104,ES-CEDCS-ZARZA-ARQUITECTURA-C104,C104,[Caja 104: Luis Lacasa. Negativos y documentos],[s.f.],1 caja de archivo definitivo  (contiene 3 carpetas de conservación).,Luis Lacasa. Negativos y documentos,ARQUITECTURA
ARQUITECTURA-C104-P001,ES-CEDCS-ZARZA-ARQUITECTURA-C104-P001,C104-P001,[Carpeta 1: Luis Lacasa. Negativos 1],[s.f.],1 carpeta de conservación,Unidad documental compuesta por un abundante conjunto de material gráfico compuesto por negativos fotográficos relativos a Luis Lacasa.,ARQUITECTURA
ARQUITECTURA-C104-P002,ES-CEDCS-ZARZA-ARQUITECTURA-C104-P002,C104-P002,[Carpeta 2: Luis Lacasa. Negativos 2],[s.f.],1 carpeta de conservación,Unidad documental compuesta por un abundante conjunto de material gráfico compuesto por negativos fotográficos relativos a Luis Lacasa.,ARQUITECTURA
ARQUITECTURA-C104-P003,ES-CEDCS-ZARZA-ARQUITECTURA-C104-P003,C104-P003,[Carpeta 3: Luis Lacasa. Negativos y documentos],[s.f.],1 carpeta de conservación,"Unidad documental compuesta que reúne material bibliográfico, gráfico y fotográfico relativo a la trayectoria del arquitecto Luis Lacasa y a la arquitectura racionalista. Contiene las publicaciones ""Luis Lacasa. Escritos 1922-1931. Ilustraciones"" y ""Luis Lacasa Navarro. Notas para un estudiante de arquitectura"", una caja de conservación con negativos fotográficos, tarjetas postales fotográficas de inmuebles racionalistas, un documento textual sobre el racionalismo madrileño y una carpeta de con reprografías de hojas de contactos fotográficos sobre arquitectura racionalista.",ARQUITECTURA
ARQUITECTURA-C105,ES-CEDCS-ZARZA-ARQUITECTURA-C105,C105,"[Caja 105: La Vaguada, cartografía madrileña""]",[s.f.],1 caja de archivo definitivo (Múltiples cajas de diapositivas).,"Unidad documental integrada por un abundante conjunto de diapositivas fotográficas agrupadas en cajas de conservación, procedentes de una unidad de instalación original que conserva la titulación ""La Vaguada, cartografía madrileña"".",ARQUITECTURA
AUDIOVISUAL-C106,ES-CEDCS-ZARZA-AUDIOVISUAL-C106,C106,[Caja 106: Dossier de reprografías fotográficas anotadas y soportes digitales clasificados por alfabeto griego],[s.f.],1 caja de archivo definitivo  (contiene 2 carpetas de conservación).,Dossier de reprografías fotográficas anotadas y soportes digitales clasificados por alfabeto griego,AUDIOVISUAL
