source_code,identifier,rotulo,title,date,format,description,relation
AUDIOVISUAL-C044,ES-CEDCS-ZARZA-AUDIOVISUAL-C044,C044,"[Caja 44: ""Negras Tormentas"" y  ""Diseño sin diseño""]",[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Expedientes de producción y documentación de investigación para el documental ""Negras Tormentas"" y el libro ""Diseño sin diseño""",AUDIOVISUAL
AUDIOVISUAL-C044-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C044-P001,C044-P001,"[Carpeta 1:  ""Negras Tormentas"" y  ""Diseño  sin diseño"" 1]",[s.f.],1 carpeta de conservación,"Reúne los expedientes de producción audiovisual y editorial para la realización del documental cinematográfico ""Negras Tormentas"" y la edición de l libro ""Diseño sin diseño"". El conjunto contiene la memoria de propuesta de producción del documental, la transcripción de la entrevista a Noam Chomsky (10 de abril de 2009), correspondencia electrónica mantenida con colaboradores (entre ellos Koldo Artieda), artículos e impresos de prensa, reproducciones fotográficas a color y la carpeta de contabilidad rotulada ""Cuentas segunda parte D y R""",AUDIOVISUAL
AUDIOVISUAL-C044-P002,ES-CEDCS-ZARZA-AUDIOVISUAL-C044-P002,C044-P002,"[Carpeta 2:  ""Negras Tormentas"" y  ""Diseño sin diseño"" 2]",[s.f.],1 carpeta de conservación,"Reúne documentación de investigación, recopilación fotográfica y borradores de preproducción para el documental cinematográfico ""Negras Tormentas"" y el libro ""Diseño sin diseño"". El conjunto contiene borradores impresos con notas autógrafas, reportajes fotográficos a color de Rafael Zarza y Koldo Artieda, dossiers de prensa e impresos periodísticos, así como la carpeta de conservación rotulada ""DSD 1. Archivo material iconográfico"" con imágenes variadas sobre la Guerra Civil Española y el movimiento anarquista.",AUDIOVISUAL
AUDIOVISUAL-C045,ES-CEDCS-ZARZA-AUDIOVISUAL-C045,C045,"[Caja 45: Soportes digitales ""Negras Tormentas""]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Soportes digitales ""Negras Tormentas""",AUDIOVISUAL
AUDIOVISUAL-C045-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C045-P001,C045-P001,"[Carpeta 1:  Soportes digitales ""Negras Tormentas"" 1]",[s.f.],1 carpeta de conservación,"Colección de soportes digitales (CD-ROM y DVD) con rotulación manuscrita autógrafa en los soportes, comprensivos del archivo audiovisual de producción del documental cinematográfico ""Negras Tormentas"". El conjunto integra fuentes documentales digitales de investigación, maquetas de preproducción, secuencias de edición y versiones preliminares y avanzadas de montaje de la obra cinematográfica.",AUDIOVISUAL
AUDIOVISUAL-C046,ES-CEDCS-ZARZA-AUDIOVISUAL-C046,C046,"[Caja 46: Soportes digitales ""Negras Tormentas""]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Soportes digitales ""Negras Tormentas""",AUDIOVISUAL
AUDIOVISUAL-C046-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C046-P001,C046-P001,"[Carpeta 1:  Soportes digitales ""Negras Tormentas"" 1]",[s.f.],1 carpeta de conservación,"Colección de soportes digitales (CD-ROM y DVD) con rotulación manuscrita autógrafa en los soportes, comprensivos del archivo audiovisual de producción del documental cinematográfico ""Negras Tormentas"". El conjunto integra fuentes documentales digitales de investigación, maquetas de preproducción, secuencias de edición y versiones preliminares y avanzadas de montaje de la obra cinematográfica.",AUDIOVISUAL
AUDIOVISUAL-C047,ES-CEDCS-ZARZA-AUDIOVISUAL-C047,C047,"[Caja 47: ""Negras Tormentas"" y  ""Diseño sin diseño""]",[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Dossiers de preproducción e investigación iconográfica para el documental ""Negras Tormentas"" y la publicación ""Diseños sin diseño""",AUDIOVISUAL
AUDIOVISUAL-C047-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C047-P001,C047-P001,"[Carpeta 1:  ""Negras Tormentas"" y  ""Diseño sin diseño""]",[s.f.],1 carpeta de conservación,"Carpeta en color negro (formato DIN A4) rotulada ""Varios DSD"" con material de investigación y preproducción para la monografía ""Diseños sin diseño"" y el documental cinematográfico ""Negras Tormentas"". El conjunto contiene borradores impresos de texto con anotaciones autógrafas, correspondencia electrónica impresa e impresiones digitales (a color y en blanco y negro) de hojas de contactos y miniaturas fotográficas acompañadas de leyendas descriptivas.",AUDIOVISUAL
AUDIOVISUAL-C047-P002,ES-CEDCS-ZARZA-AUDIOVISUAL-C047-P002,C047-P002,"[Carpeta 2:  ""Negras Tormentas""]",[s.f.],1 carpeta de conservación,"Dossier de investigación iconográfica y preproducción acumulado para la realización del documental cinematográfico ""Negras Tormentas"". Reúne una colección ordenada de imágenes fotográficas y reproducciones reprográficas a color provistas de titulaciones, desgloses descriptivos y anotaciones manuscritas autógrafas de Rafael Zarza sobre los soportes, así como borradores de guion y notas autógrafas de trabajo.",AUDIOVISUAL
EXPOSICIONES-C048,ES-CEDCS-ZARZA-EXPOSICIONES-C048,C048,[Caja 48: Diapositivas],[s.f.],1 caja de archivo definitivo (contiene 1 carpeta y 11 cajas de diapositivas).,"Colección de diapositivas fotográficas traspasadas a cajas de conservación. El fondo procedía originalmente de un álbum con la titulación manuscrita ""Diapositivas Rafael Zarza. Stands exposiciones iluminación láser"" que presentaba un estado de conservación deficiente por degradación química y física de su soporte inicial, habiéndose efectuado su reubicación e hito de conservación en unidades de almacenamiento etiquetadas secuencialmente con el fin de preservar la ordenación y la secuencia de procedencia del conjunto documental.",EXPOSICIONES
EXPOSICIONES-C048-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C048-P001,C048-P001,[Carpeta 1:  Diapositivas-Negativos gran formato],[s.f.],1 carpeta de conservación,Colección de material gráfico fotográfico compuesta por diapositivas e inversivos transparentes de gran formato y negativos fotográficos sobre película transparente de medio y gran formato.,EXPOSICIONES
EXPOSICIONES-C049,ES-CEDCS-ZARZA-EXPOSICIONES-C049,C049,[Caja 49: Proyecto Estandarte y otros documentos expositivos],[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,Proyecto Estandarte y otros documentos expositivos,EXPOSICIONES
EXPOSICIONES-C049-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C049-P001,C049-P001,"[Carpeta 1:  ""Estandarte""]",[s.f.],1 carpeta de conservación,"Expediente técnico y comercial de diseño museográfico reunido bajo la carpeta dossier impresa titulada ""Estandarte. Exposiciones portátiles en régimen de alquiler"". El conjunto integra el manual técnico de construcción y ensamblaje de módulos expositivos itinerantes en sistema estandarte, reportajes fotográficos originales (con tomas firmadas por el fotógrafo Ángel Urbina en Vitoria), copias reprográficas de instalaciones y documentación técnica de producción y montaje para exposiciones temporales. Incluye otros documentos.",EXPOSICIONES
EXPOSICIONES-C049-P002,ES-CEDCS-ZARZA-EXPOSICIONES-C049-P002,C049-P002,[Carpeta 2:  Materiales exposición varios],[s.f.],1 carpeta de conservación,"El conjunto incluye la publicación medioambiental ""450 hectáreas, una naturaleza excepcional, el porcal"", la carpeta ""Exposición vivienda siglo XXI. Ecología, tecnología y humanidad"" con el dossier de currículo ""Experiencia profesional Rafael Zarza Estandarte SL y Asociados"" (julio de 2000), semblanza biográfica y recortes de prensa, así como el documento de depósito ""Legado Zarza"" ante la Fundación Ankaria (noviembre de 2004). Se completa con carpetas de trabajo con diapositivas de gran formato y reportajes fotográficos de piezas artísticas y del proyecto de interiorismo para la tienda de Ediciones Destino.",EXPOSICIONES
EXPOSICIONES-C050,ES-CEDCS-ZARZA-EXPOSICIONES-C050,C050,"[Caja 50: Expediente curricular y dossiers de proyectos expositivos de Rafael Zarza sobre Kindel, Lorca y Miguel Hernández]",[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Expediente curricular y dossiers de proyectos expositivos de Rafael Zarza sobre Kindel, Lorca y Miguel Hernández",EXPOSICIONES
EXPOSICIONES-C050-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C050-P001,C050-P001,[Carpeta 1:  Cartas de aval y materiales de proyectos expositivos ],[s.f.],1 carpeta de conservación,"Carpeta de conservación en color negro (formato DIN A4) identificada con una fotografía a color, que reúne el expediente curricular, cartas de aval institucional y materiales de proyectos expositivos de Rafael Zarza (1981-2010). El conjunto contiene el dossier ""Rafael Zarza. Exposiciones de 1981 a 1997"", cartas de recomendación profesional de empresas y entidades culturales, el cuadernillo impreso ""Federico García Lorca. Imágenes, palabras"" y el dossier de interiorismo ""Gran Vía. Hall de acceso"". Se completa con soportes ópticos (CD-ROM) con archivos digitales de las exposiciones ""Miguel Hernández (1910-2010) La sombra vencida"", ""El deseo y la realidad. Imágenes y palabras de los poetas del 27"", ""Racionalismo madrileño. Luis Lacasa (1920-1939)"", ""Galería Buades (30 años de arte contemporáneo y tantas cosas más)"" y expedientes de trabajo sobre la muestra del fotógrafo Joaquín del Palacio (Kindel).",EXPOSICIONES
EXPOSICIONES-C050-P002,ES-CEDCS-ZARZA-EXPOSICIONES-C050-P002,C050-P002,[Carpeta 2:  Folletos Kindel],2007-06-28 00:00:00,1 carpeta de conservación,"Colección de folletos impresos titulados ""Exposición Kindel: fotografía de arquitectura"", de la exposición dedicada al fotógrafo Joaquín del Palacio (Kindel).",EXPOSICIONES
EXPOSICIONES-C051,ES-CEDCS-ZARZA-EXPOSICIONES-C051,C051,[Caja 51: Proyectos expositivos de arquitectura sobre Jesús de la Sota y Gran Vía e investigaciones etnológicas de Antonio Pérez sobre el pueblo Yanomami],[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,Proyectos expositivos de arquitectura sobre Jesús de la Sota y Gran Vía e investigaciones etnológicas de Antonio Pérez sobre el pueblo Yanomami,EXPOSICIONES
EXPOSICIONES-C051-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C051-P001,C051-P001,[Carpeta 1:  Material para exposiciones varias],[s.f.],1 carpeta de conservación,"El conjunto contiene la memoria descriptiva ""Exposición vivienda siglo XXI. Ecología, tecnología y humanidad. Descripción de la propuesta. Rafael Zarza / Estandarte SL y Asociados"", tres carpetas de trabajo para la exposición monográfica sobre el arquitecto Jesús de la Sota (""Jesús de la Sota 1924-1980"" y ""Jesús de la Sota"", con reportajes fotográficos de arquitectura y diseño de mobiliario, un disquete 3,5"" y cuatro CD-ROM), la carpeta ""Gran Vía. Propuesta exposición centenario 1910-2010"" y un collage original sobre cartón con la firma y fecha autógrafa de 2006.",EXPOSICIONES
EXPOSICIONES-C051-P002,ES-CEDCS-ZARZA-EXPOSICIONES-C051-P002,C051-P002,"[Carpeta 2:  Indígenas Yanomami, Antonio Pérez]",[s.f.],1 carpeta de conservación,"Reúne documentación de investigación etnológica y de antropología social sobre la comunidad indígena Yanomami, elaborada por Antonio Pérez. El conjunto contiene dos carpetas de conservación con ensayos e informes impresos, copias reprográficas de manuscritos autógrafos originales con notas de trabajo, reproducciones fotográficas en blanco y negro e ilustraciones, acompañadas de una ampliación fotográfica exenta sobre soporte rígido de cartón pluma con el retrato de un habitante del pueblo Yanomami.",EXPOSICIONES
AUDIOVISUAL-C052,ES-CEDCS-ZARZA-AUDIOVISUAL-C052,C052,"[Caja 52: ""Scenario Gran Vía""]",[ca. 2007],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,Reúne los expedientes de producción del documental audiovisual y del proyecto expositivo conmemorativo sobre la Gran Vía de Madrid,AUDIOVISUAL
AUDIOVISUAL-C052-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C052-P001,C052-P001,"[Carpeta 1:  ""Scenario Gran Vía"" 1]",[ca. 2007],1 carpeta de conservación,"Reúne los expedientes de producción del documental audiovisual y del proyecto expositivo conmemorativo sobre la Gran Vía de Madrid . El conjunto incluye la carpeta de cartón ""Scenario Gran Vía"" con el soporte óptico (CD-ROM) del filme y sus memorias de preproducción, financieras y jurídicas, la carpeta ""Documento 3 Scenario Gran Vía"" con el guion cinematográfico, la carpeta manuscrita ""GV Gran Vía final nico"" con recopilaciones fotográficas y repertorios musicales, y el proyecto de exposición encuadernado en espiral metálica ""Una propuesta de exposición centenario de la Gran Vía Madrid 1910-2010"" comisariado por Daniel Zarza y Eduard Bakers (mayo de 2007), con borradores anotados autógrafamente a lápiz.",AUDIOVISUAL
AUDIOVISUAL-C053,ES-CEDCS-ZARZA-AUDIOVISUAL-C053,C053,"[Caja 53: ""Scenario Gran Vía""]",[ca. 2007],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,Reúne los expedientes de producción del documental audiovisual y del proyecto expositivo conmemorativo sobre la Gran Vía de Madrid .,AUDIOVISUAL
AUDIOVISUAL-C053-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C053-P001,C053-P001,"[Carpeta 1:  ""Scenario Gran Vía"" 2]",[ca. 2007],1 carpeta de conservación,"Reúne proyectos de preproducción audiovisual, iniciativas escénicas y dossiers de comisariado expositivo para las conmemoraciones del centenario de la Gran Vía de Madrid (2006-2010). El conjunto comprende la memoria encuadernada en espiral metálica ""Gran Vía 1906-2006. Avance proyecto de documental"" (abril de 2006), las carpetas de trabajo ""Documento 2. Scenario Gran Vía"", ""Documento 4. Scenario Gran Vía"" y ""Anexos. Scenario Gran Vía"" (con guiones de locución, dramaturgias teatrales e impresos de correspondencia electrónica), la carpeta de propuesta expositiva ""Gran Vía. Propuesta exposición centenario 1910-2010"" y el proyecto del espectáculo musical ""Madrid late a 100. Un siglo de historias y músicas en la Gran Vía de Madrid"", con argumento original de Rafael Zarza.",AUDIOVISUAL
EXPOSICIONES-C054,ES-CEDCS-ZARZA-EXPOSICIONES-C054,C054,[Caja 54: Proyectos expositivos],[ca. 2000-2010],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Proyectos expositivos, propuestas multimedia e intervenciones comisariales de Rafael Zarza sobre arquitectura, ciencia y arte contemporáneo",EXPOSICIONES
EXPOSICIONES-C054-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C054-P001,C054-P001,"[Carpeta 1:  ""La danza de las horas. Propuesta de montaje multimedia. Encuentro con Velázquez"" y otros]",[ca. 2000-2010],1 carpeta de conservación,"Reúne expedientes comisariales, memorias de producción audiovisual y proyectos de montaje multimedia presentados por Rafael Zarza y equipos colaboradores. El conjunto contiene dos carpetas de conservación con la memoria técnica para el audiovisual interactivo ""La danza de las horas. Propuesta de montaje multimedia. Encuentro con Velázquez"", dos ejemplares del proyecto encuadernado en espiral ""Los miedos del milenio. Cinco siglos de medicina en España. Propuesta de exposición"" (N&B and Associates SL), la carpeta de propuesta para la Consejería de Cultura de la Comunidad de Madrid ""A través del itinerario de una galería. Décadas de arte en Madrid"" (coordinada por Patricio Bulnes y Rafael Zarza) y dos copias de la sinopsis cinematográfica ""Esta maldita guerra. Realidad y representación frente a frente"", formulada por Fernando G. Canales, Javier Roca y Rafael Zarza.",EXPOSICIONES
EXPOSICIONES-C054-P002,ES-CEDCS-ZARZA-EXPOSICIONES-C054-P002,C054-P002,"[Carpeta 1:  ""Candeira""  y otros]",[ca. 2000-2010],1 carpeta de conservación,"El conjunto contiene la carpeta ""Candeira"" sobre la muestra del arquitecto José López Candeira (enero de 2000) con bocetos y notas autógrafas, avances presupuestarios no identificados y los expedientes comisariales para La Casa Encendida de ""El cuerpo fotónico. Photonic body"" (julio de 2004) de Vicente Carretón Cano (con diseño de Rafael Zarza), incluyendo carpetas de catálogo con relaciones de piezas artísticas e impresiones a color, correspondencia electrónica y el dossier ""Holografía"" con el currículo del autor. Se completa con los borradores ""Arquifoto"" y la carpeta de proyectos para el Pabellón de España en la Exposición Universal de Shanghái 2010.",EXPOSICIONES
PUBLICACIONES-C055,ES-CEDCS-ZARZA-PUBLICACIONES-C055,C055,"[Caja 55: ""La Infiltarcion"" y ""La Gaceta Literaria""]",[s.f.],1 carpeta de gran formato (contiene 2 carpetas de conservación).,"""La Infiltarcion"" y ""La Gaceta Literaria""",PUBLICACIONES
PUBLICACIONES-C055-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C055-P001,C055-P001,"[Carpeta 1:  ""La Infiltarcion""]",[ca. 2005],1 carpeta de conservación,"Dos ejemplares impresos originales de la publicación seriada ""La Infiltración"", correspondientes a sus dos primeras entregas: el número 1 (editado en mayo de 2005) y el número 2 (editado en el otoño de 2005). Las unidades presentan un óptimo estado de conservación físico de los soportes.",PUBLICACIONES
PUBLICACIONES-C055-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C055-P002,C055-P002,"[Carpeta 1:  ""La Gaceta Literaria""]",[s.f.],1 carpeta de conservación,"Tomo encuadernado de conservación comprensivo de la colección completa de ejemplares originales de la publicación seriada periódica ""La Gaceta Literaria"", correspondiente a la secuencia continuada del número 25 al número 44.",PUBLICACIONES
AUDIOVISUAL-C056,ES-CEDCS-ZARZA-AUDIOVISUAL-C056,C056,"[Caja 56: ""Scenario: Gran Vía""]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Material preparatorio de ""Scenario: Gran Vía""",AUDIOVISUAL
AUDIOVISUAL-C056-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C056-P001,C056-P001,"[Carpeta 1:  ""Scenario: Gran Vía"", fotografías y prensa]",[s.f.],1 carpeta de conservación,"Reúne un sobre de conservación (formato DIN A4) rotulado ""Rafael Zarza Flamenco Films"" comprensivo de un reportaje de fotografías originales en blanco y negro de gran formato sobre la urbanización y edificios de la Gran Vía madrileña (con tomas del fotógrafo Daniel Alonso en mayo de 1998 y códigos alfanuméricos de clasificación anotados autógrafamente en los reversos), acompañado de un dossier de prensa periódica histórica y de ocho ejemplares impresos originales de la publicación seriada ""La Codorniz"".",AUDIOVISUAL
AUDIOVISUAL-C057,ES-CEDCS-ZARZA-AUDIOVISUAL-C057,C057,"[Caja 57: Documental ""Alberto. Imágenes y palabras""]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Documental ""Alberto. Imágenes y palabras""",AUDIOVISUAL
AUDIOVISUAL-C057-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C057-P001,C057-P001,"[Carpeta 1:  Documental ""Alberto. Imágenes y palabras""]",[s.f.],1 carpeta de conservación,"Reúne fondos documentales, audiovisuales y sonoros de investigación acumulados para el proyecto documental sobre el escultor Alberto Sánchez (1983-2010). El conjunto contiene la correspondencia electrónica impresa (2010) sobre el guion del documental ""Alberto. Imágenes y palabras"", la transcripción impresa de la entrevista ""Conversación con Enrique Segarra Tomás"" (junio de 1983), una colección de soportes ópticos (CD-ROM) con rotulación manuscrita, casetes de sonido en cinta magnética, cintas de vídeo de pequeño formato (MiniDV), una bobina cinematográfica en su caja protectora rotulada ""Alberto. Original. Mono."" y soportes magnéticos (disquetes 3,5"").",AUDIOVISUAL
PERSONAL-C058,ES-CEDCS-ZARZA-PERSONAL-C058,C058,[Caja 58: Documental  Dossier de prensa Zarza],[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,Dossier de prensa Zarza,PERSONAL
PERSONAL-C058-P001,ES-CEDCS-ZARZA-PERSONAL-C058-P001,C058-P001,[Carpeta 1:  Dossier de prensa Zarza],[s.f.],1 carpeta de conservación,"Reúne el dossier de prensa, difusión y proyección mediática de las actividades culturales de Rafael Zarza. El conjunto comprende una carpeta de conservación en color negro con ejemplares de prensa impresa originales y copias reprográficas, tarjetas de invitación a actos expositivos, catálogos de mano de muestras temporales y reportajes fotográficos. Se completa con un soporte óptico de audio (CD-ROM) rotulado manualmente : ""A vivir que son dos días"" (Cadena SER, 2 de enero de 2010).",PERSONAL
MILITANCIA-C059,ES-CEDCS-ZARZA-MILITANCIA-C059,C059,"[Caja 59: Movimientos vanguardistas, historia política e ideologías ibéricas e iberoamericanas]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Movimientos vanguardistas, historia política e ideologías ibéricas e iberoamericanas.",MILITANCIA
MILITANCIA-C059-P001,ES-CEDCS-ZARZA-MILITANCIA-C059-P001,C059-P001,"[Carpeta 1:  Movimientos vanguardistas, historia política e ideologías ibéricas e iberoamericanas]",[s.f.],1 carpeta de conservación,"Agrupación de dossiers de investigación y documentación de estudio sobre movimientos vanguardistas, historia política e ideologías ibéricas e iberoamericanas. El conjunto reúne copias reprográficas de publicaciones monográficas (destacando la publicación ""El matrimonio opereta"" de Witold Gombrowicz y carpetas archivadoras de plástico con fuentes textuales y recortes de prensa originales tituladas ""Portugal futurista"", ""Brasil"", ""Rebeldías o futuro"" y ""O integralismo lusitano e o Estado Novo"", así como borradores e impresos de trabajo en hojas grapadas.",MILITANCIA
MILITANCIA-C060,ES-CEDCS-ZARZA-MILITANCIA-C060,C060,"[Caja 60: Agrupación de dossiers de investigación sobre vanguardias artísticas, filosofía libertaria y dramaturgia teatral]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Agrupación de dossiers de investigación sobre vanguardias artísticas, filosofía libertaria y dramaturgia teatral.",MILITANCIA
MILITANCIA-C060-P001,ES-CEDCS-ZARZA-MILITANCIA-C060-P001,C060-P001,"[Carpeta 1:  Agrupación de dossiers de investigación sobre vanguardias artísticas, filosofía libertaria y dramaturgia teatral]",[s.f.],1 carpeta de conservación,"Agrupación de dossiers de investigación sobre vanguardias artísticas, filosofía libertaria y dramaturgia teatral. El conjunto contiene el volumen encuadernado en canutillo de plástico ""El teatro de la muerte"", la carpeta rotulada ""Surrealismo Portugal"" (con reproducciones de revistas y ensayos), una carpeta de publicaciones grapadas sobre futurismo y sociopolítica portuguesa, una funda de plástico con la copia reprográfica de la monografía ""El único y su propiedad"" de Max Stirner y un dossier encuadernado en espiral metálica comprensivo de estudios teóricos sobre las vanguardias pictóricas (fauvismo, expresionismo, cubismo y purismo, etc.).",MILITANCIA
MILITANCIA-C061,ES-CEDCS-ZARZA-MILITANCIA-C061,C061,"[Caja 61: Sociopolítica, historia del movimiento socialista en Portugal]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Sociopolítica, historia del movimiento socialista en Portugal",MILITANCIA
MILITANCIA-C061-P001,ES-CEDCS-ZARZA-MILITANCIA-C061-P001,C061-P001,"[Carpeta 1:  Sociopolítica, historia del movimiento socialista en Portugal]",[s.f.],1 carpeta de conservación,"Reúne dossiers de investigación y documentación de trabajo sobre sociopolítica, historia del movimiento socialista en Portugal y estudios de simbolismo y filosofía. El conjunto contiene copias reprográficas en blanco y negro con anotaciones manuscritas autógrafas, ejemplares de revistas de prensa y una carpeta de conservación en color blanco con impresos y ensayos ensayísticos titulados ""Lenguaje secreto 3"" y ""La piedra filosofal"" y otros documentos.",MILITANCIA
MILITANCIA-C062,ES-CEDCS-ZARZA-MILITANCIA-C062,C062,"[Caja 62: Movimiento obrero, el pensamiento político y la literatura en Portugal]",[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,"Reúne dossiers de investigación y documentación de fuentes históricas sobre el movimiento obrero, el pensamiento político y la literatura en Portugal.",MILITANCIA
MILITANCIA-C062-P001,ES-CEDCS-ZARZA-MILITANCIA-C062-P001,C062-P001,"[Carpeta 1:  Movimiento obrero, el pensamiento político y la literatura en Portugal]",[s.f.],1 carpeta de conservación,"Reúne dossiers de investigación y documentación de fuentes históricas sobre el movimiento obrero, el pensamiento político y la literatura en Portugal. El conjunto contiene fotocopia de  ""Carlos da Fonseca. A I Internacional em Lisboa"", la carpeta roja rotulada ""Movimiento obrero portugués. Primera Internacional"", la carpeta azul ""Raúl Leal"", la carpeta doble en color azul con un ejemplar de la revista mensual ""Exilio"" (sumario del número 1) anotado autógrafamente por Rafael Zarza, así como carpetas y fundas de plástico con copias reprográficas de impresos en lengua portuguesa.",MILITANCIA
EXPOSICIONES-C063,ES-CEDCS-ZARZA-EXPOSICIONES-C063,C063,"[Caja 63: Carteles promocionales impresos a dos tintas (rojo y negro) para la difusión de la inauguración del ""Primer Salón Refractario""]",[ca. 1998],1 carpeta de gran formato (contiene 2 carpetas de conservación).,"Carteles promocionales impresos a dos tintas (rojo y negro) para la difusión de la inauguración del ""Primer Salón Refractario""",EXPOSICIONES
EXPOSICIONES-C063-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C063-P001,C063-P001,"[Carpeta 1:  Carteles promocionales impresos a dos tintas (rojo y negro) para la difusión de la inauguración del ""Primer Salón Refractario""]",[ca. 1998],1 carpeta de conservación,"Conjunto de carteles promocionales impresos a dos tintas (rojo y negro) para la difusión de la inauguración del ""Primer Salón Refractario"" (celebrada en Madrid el 3 de enero de 1998 en la Taberna Don Pedro). El impreso integra en su diseño gráfico una ilustración central que representa una figura humana atravesando una ventana, dispuesta junto a la relación nominal de autores participantes y los datos de convocatoria del evento.",EXPOSICIONES
AUDIOVISUAL-C064,ES-CEDCS-ZARZA-AUDIOVISUAL-C064,C064,"[Caja 64: Cajas de diapositivas originalmente etiquetadas en archivador original de cartón como ""ECOLOGÍA""]",[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia. El fondo pertenecía a la serie documental titulado ""Ecología"", cuyo contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido, conservándose las unidades en sus estuches individuales de origen.",AUDIOVISUAL
AUDIOVISUAL-C065,ES-CEDCS-ZARZA-AUDIOVISUAL-C065,C065,"[Caja 65: Cajas de diapositivas originalmente etiquetadas en archivador original de cartón como ""Diversas Canal Castilla. Historia Madrid Antigua""]",[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia. El fondo pertenecía a la serie documental titulado ""Diversas Canal Castilla. Historia Madrid Antiguas"", cuyo contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido, conservándose las unidades en sus estuches individuales de origen.",AUDIOVISUAL
ARQUITECTURA-C066,ES-CEDCS-ZARZA-ARQUITECTURA-C066,C066,"[Caja 66: Cajas de diapositivas originalmente etiquetadas en archivador original de cartón como ""GOMEZ DE MORA""]",[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas y carpetas de conservación originales de procedencia. El fondo pertenecía a la serie documental titulado ""GOMEZ DE MORA"", cuyo contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido, conservándose las unidades en sus estuches individuales de origen.",ARQUITECTURA
AUDIOVISUAL-C067,ES-CEDCS-ZARZA-AUDIOVISUAL-C067,C067,"[Caja 67: Cajas de diapositivas originalmente etiquetadas en archivador original de cartón como ""IBM INSA""]",[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas).,"Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia. El fondo pertenecía a la serie documental titulado ""IBM INSA"", cuyo contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido, conservándose las unidades en sus estuches individuales de origen.",AUDIOVISUAL
AUDIOVISUAL-C068,ES-CEDCS-ZARZA-AUDIOVISUAL-C068,C068,"[Caja 68: Cajas de diapositivas originalmente etiquetadas en 2 archivadores originales de cartón como ""DIAPOS "" y ""MADRID NIÑOS""]",[s.f.],1 caja de archivo definitivo (contiene muchas cajas de diapositivas) y una carpeta de conservación.,"Colección de diapositivas fotográficas albergadas en nuevas cajas de conservación. El fondo pertenecía a la serie documental titulado ""MADRID NIÑOS"", cuyo contenedor exterior presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido, conservándose las unidades en sus estuches individuales de origen.",AUDIOVISUAL
